key	value	sameAsDB	sameAsWiki	camel	keyCamel	appendedClass
tourism	zoo			Zoo	Tourism	Zoo
water	river			River	Water	WaterRiver
water	oxbow			Oxbow	Water	Oxbow
water	canal			Canal	Water	WaterCanal
water	ditch			Ditch	Water	WaterDitch
water	lock			Lock	Water	Lock
water	fish_pass			FishPass	Water	FishPass
water	lake			Lake	Water	Lake
water	reservoir			Reservoir	Water	WaterReservoir
water	pond			Pond	Water	Pond
water	basin			Basin	Water	WaterBasin
water	lagoon			Lagoon	Water	Lagoon
water	stream_pool			StreamPool	Water	StreamPool
water	reflecting_pool			ReflectingPool	Water	ReflectingPool
water	moat			Moat	Water	Moat
water	wastewater			Wastewater	Water	Wastewater
waterway	river			River	Waterway	WaterwayRiver
waterway	riverbank			Riverbank	Waterway	Riverbank
waterway	stream			Stream	Waterway	Stream
waterway	tidal_channel			TidalChannel	Waterway	TidalChannel
waterway	canal			Canal	Waterway	WaterwayCanal
waterway	drain			Drain	Waterway	Drain
waterway	ditch			Ditch	Waterway	WaterwayDitch
waterway	pressurised			Pressurised	Waterway	Pressurised
waterway	fairway			Fairway	Waterway	Fairway
waterway	dock			Dock	Waterway	Dock
waterway	boatyard			Boatyard	Waterway	Boatyard
waterway	dam			Dam	Waterway	Dam
waterway	weir			Weir	Waterway	Weir
waterway	waterfall			Waterfall	Waterway	Waterfall
waterway	lock_gate			LockGate	Waterway	LockGate
waterway	soakhole			Soakhole	Waterway	Soakhole
waterway	turning_point			TurningPoint	Waterway	TurningPoint
waterway	water_point			WaterPoint	Waterway	WaterwayWaterPoint
waterway	fuel			Fuel	Waterway	WaterwayFuel
